person_id,full_name,gender,highest_degree,degree_field,doctoral_institution_id,prior_position_title,prior_position_institution_id,prior_dean_experience,prior_president_experience,person_birth_year,first_appearance_year
P09620,"Kathryn ""Katie"" Cardarelli",f,phd,Epidemiology,,"Dean, School of Public Health and Information Sciences, University of Louisville",,TRUE,,,2025
P09621,Gabriel Paquette,m,phd,History,,"Associate Provost for Academic Affairs and Faculty Development, University of Maine",,,,,2025
P09622,Kate Hausbeck Korgan,f,phd,Sociology,US-UNIVERSITY-BUFFALO,"Senior Vice Provost for Academic Affairs, UNLV",,,,,2025
P09623,Barbara Rodriguez,f,phd,Speech-Language Pathology,US-UNIVERSITY-OF-WASHINGTON,"Senior Vice Provost for Academic Affairs, University of New Mexico",,,,,2025
P09624,David Vanden Bout,m,phd,Chemical Physics,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Dean, College of Natural Sciences, The University of Texas at Austin",,TRUE,,,2025
P09625,William Inboden,m,phd,History,US-YALE-UNIVERSITY,"Director, Alexander Hamilton School for Classical and Civic Education, University of Florida",,,,,2025
P09626,Brie Gertler,f,phd,Philosophy,US-BROWN-UNIVERSITY,"Deputy Provost and Senior Vice Provost for Academic Affairs, University of Virginia",,,,,2025
P09627,John Zumbrunnen,m,phd,,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,"Senior Vice Provost for Academic Affairs, University of Wisconsin-Madison",,,,,2025
P09628,Arturo Saavedra,m,phd,,,"Dean of the School of Medicine and Executive Vice President for Medical Affairs, Virginia Commonwealth University",,TRUE,,,2025
P09629,Lila McDowell Carlsen,f,,,,Interim Vice Provost / Associate Provost,US-PEPPERDINE-UNIVERSITY,,,,2025
P09630,Saba R. Ali,unknown,,,US-UNIVERSITY-OF-OREGON,"Associate Dean for Research, College of Education",US-UNIVERSITY-OF-IOWA,,,,2025
P09631,Linda T.M. Bui,f,phd,Economics,,Senior Associate Provost for Assessment and Accreditation,,,,,2025
P09632,Greg Reilly,m,phd,Strategy,US-UNIVERSITY-OF-WISCONSIN-MADISON,Professor,US-UNIVERSITY-OF-CONNECTICUT,,,,2025
P09633,Xianjun Geng,m,phd,MIS,US-UNIVERSITY-OF-TEXAS-AUSTIN,Professor of MIS,,,,,2025
P09634,Anjala Krishen,f,phd,Marketing,,Associate Dean of Executive Education and Corporate Engagement,US-UNIVERSITY-OF-NEVADA-LAS-VEGAS,,,,2025
P09635,Deborah Compeau,f,,Information Systems,,Interim Dean,,,,,2025
P09636,Cheryl Druehl,f,phd,,,,,,,,2025
P09637,Kenneth A. Stahl,m,phd,,,Professor of Law at Chapman University Fowler School of Law,,,,,2025
P09638,Michelle D. Mason,f,phd,,,"Senior Associate Dean for Experiential Learning and Associate Dean of Enrollment, FIU College of Law",,,,,2025
P09639,Joshua C. Teitelbaum,m,phd,Economics,US-CORNELL-UNIVERSITY,"Professor of law and associate dean, Georgetown Law",,,,,2025
P09640,Caprice L. Roberts,f,phd,,,"Associate Dean of Faculty Development & Research and J.Y. Sanders Professor of Law, LSU Law Center",,,,,2025
P09641,Danielle M. Conway,f,phd,,,"Dean, Penn State Dickinson Law (since 2019); previously dean, University of Maine School of Law",,TRUE,,,2025
P09642,Kristen E. Murray,f,phd,,,"Associate Dean for Academic Affairs, Temple University Beasley School of Law",,,,,2025
P09643,Jason Kreag,m,phd,,,"Professor, University of Arizona College of Law",,,,,2025
P09644,Adam Chilton,m,phd,Political Science,US-HARVARD-UNIVERSITY,"Howard G. Krane Professor of Law, University of Chicago Law School",,,,,2025
P09645,Usha R. Rodrigues,f,phd,,,"M.E. Kilpatrick Chair of Corporate Finance and Securities Law / Associate Dean, University of Georgia School of Law",,,,,2025
P09646,Todd Pettys,m,phd,,,"Professor and former associate dean for faculty, University of Iowa College of Law",,,,,2025
P09647,James C. Duff,m,phd,,,"Former Director, Administrative Office of the U.S. Courts",,,,,2025
P09648,Kyle D. Logue,m,phd,,,"Professor of Law, University of Michigan",,,,,2025
P09649,Neel U. Sukhatme,m,phd,Economics,US-PRINCETON-UNIVERSITY,"Professor of Law, Georgetown University Law Center",,,,,2025
P09650,Andrew Hessick,m,phd,,,"Judge John J. Parker Distinguished Professor of Law and Associate Dean for Strategy and Planning, UNC School of Law",,,,,2025
P09651,Jennifer W. Reynolds,f,phd,,,"Professor of Law and Faculty Director of the Oregon ADR Center, University of Oregon School of Law",,,,,2025
P09652,Jerry Dickinson,m,phd,,,"Professor, University of Pittsburgh School of Law (faculty since 2017)",,,,,2025
P09653,Lance Gable,m,phd,,,"Professor and former Associate Dean and former Interim Dean, Wayne State University Law School",,TRUE,,,2025
P09654,Susan Brewer,f,phd,,,"Chief Executive Officer, Steptoe & Johnson PLLC (retired June 30, 2025)",,,,,2025
P09655,Yair Listokin,m,phd,Economics,US-PRINCETON-UNIVERSITY,"Shibley Family Fund Professor of Law, Yale Law School",,,,,2025
P09656,"Sarah Hollingsworth ""Holly"" Lisanby",f,phd,,,"Director, Division of Translational Research, National Institute of Mental Health (NIMH); professor emeritus, Duke University",,,,,2025
P09657,Hee-Young Park,f,phd,Cell and Molecular Biology,US-BOSTON-UNIVERSITY,"Carolann S. Najarian, MD Professor and Chair of Medical Sciences & Education and Associate Dean for Faculty Affairs, Boston University Chobanian & Avedisian School of Medicine",,,,,2025
P09658,Steven D. Leach,m,phd,,,"Director, Dartmouth Cancer Center; Associate Dean for Cancer Programs",,,,,2025
P09659,Supratik Rayamajhi,m,phd,,,"Associate Dean for Clinical Affairs and Professor of Medicine, MSU College of Human Medicine",,,,,2025
P09660,Alec C. Kimmelman,m,phd,Biology,,"Director, Perlmutter Cancer Center, NYU Langone Health",,,,,2025
P09661,Jennifer Gwilym,f,phd,,,"Chair, Department of Primary Care, and interim senior associate dean for admissions at the college",,,,,2025
P09662,Barbara Jung,f,phd,,,"Chair, Department of Medicine, University of Washington",,,,,2025
P09663,Thomas J. Wang,m,phd,,,"Chair, Department of Internal Medicine, UT Southwestern Medical Center",,,,,2025
P09664,Alison Netski,f,phd,,,"Chair, Department of Psychiatry and Behavioral Health, Kirk Kerkorian School of Medicine at UNLV",,,,,2025
P09665,Cristy Page,f,phd,,,"Executive Dean, UNC School of Medicine; President, UNC Health Enterprises",,TRUE,,,2025
P09666,Colin P. Derdeyn,m,phd,,,"Chair of the Department of Radiology and Medical Imaging, University of Virginia",,,,,2025
P09667,Nita Ahuja,f,phd,,,"Chair of the Department of Surgery, Yale School of Medicine",,,,,2025
P09668,Amy S. Fleischer,f,phd,Mechanical Engineering,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,"Dean, College of Engineering",,TRUE,,,2025
P09669,Jason Zara,f,phd,Engineering,,Associate Dean,US-GEORGE-WASHINGTON-UNIVERSITY,,,,2025
P09670,Douglas B. Williams,m,phd,Civil Engineering,US-COLUMBIA-UNIVERSITY,Professor of Civil and Environmental Engineering,US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,,,,2025
P09671,Brad Kramer,m,phd,Industrial Engineering,US-KANSAS-STATE-UNIVERSITY,"Department Head, Industrial and Manufacturing Systems Engineering",US-KANSAS-STATE-UNIVERSITY,,,,2025
P09672,David Ford,m,phd,Chemical Engineering,US-UNIVERSITY-OF-PENNSYLVANIA,Professor and Department Head,,,,,2025
P09673,Forrest Masters,m,phd,Structural Engineering,US-UNIVERSITY-OF-FLORIDA,"Interim Dean, College of Engineering",US-UNIVERSITY-OF-FLORIDA,TRUE,,,2025
P09674,Andrew Houck,m,phd,Physics,US-HARVARD-UNIVERSITY,"Professor of ECE; Co-director, Princeton Quantum Initiative",US-PRINCETON-UNIVERSITY,,,,2025
P09675,Keith Hollingsworth,m,phd,Mechanical Engineering,US-STANFORD-UNIVERSITY,"Chair, Mechanical and Aerospace Engineering",US-UNIVERSITY-OF-ALABAMA-HUNTSVILLE,,,,2025
P09676,Mark Asta,m,phd,Materials Science and Engineering,,Executive Associate Dean,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,,,,2025
P09677,Pamela M. Norris,f,phd,Mechanical Engineering,US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,Executive Dean of Engineering,US-UNIVERSITY-OF-VIRGINIA,,,,2025
P09678,Stacy Walz,f,phd,Nursing,US-UNIVERSITY-OF-WISCONSIN-MADISON,Interim dean of CONHP; associate dean and department chair of Clinical Laboratory Sciences,,TRUE,,,2025
P09679,Audrey P. Miller,f,phd,Nursing,US-BARRY-UNIVERSITY,"Clinical Professor, Undergraduate Nursing Department, FIU Nicole Wertheim College of Nursing & Health Sciences",,,,,2025
P09680,Ronald L. Hickman Jr.,m,phd,Nursing,US-CASE-WESTERN-RESERVE-UNIVERSITY,"Associate Dean for Research, FPB School of Nursing",,,,,2025
P09681,Jessica Leiberg,f,phd,,,,,,,,2025
P09682,Dena Evans,f,phd,Education,US-NORTH-CAROLINA-STATE-UNIVERSITY,"Vice Dean of Faculty and Academic Affairs, University of South Florida College of Nursing",,,,,2025
P09683,Patricia Simino Boyce,f,phd,Medical Sociology,,"University Dean for Health and Human Services, City University of New York (CUNY)",,TRUE,,,2025
P09684,Caroline Mallory,f,phd,Nursing Science,US-INDIANA-UNIVERSITY-BLOOMINGTON,,,,,,2025
P09685,Janice Williams,f,phd,,,"Founding program director, Armstrong McDonald School of Nursing, College of the Ozarks",,,,,2025
P09686,Sarah J. Rhoads,f,phd,Nursing,US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES,"Tenured Associate Professor, UAMS College of Medicine Dept of OB/GYN with joint appointment in College of Nursing",,,,,2025
P09687,Sharon J. Tucker,f,phd,Nursing,US-RUSH-UNIVERSITY,"Professor and Chair, UCF Department of Nursing Practice (previously associate dean and executive director of the Fuld EBP Institute at The Ohio State University)",,,,,2025
P09688,Gwen Moreland,f,phd,,,"Chief Nurse Executive, UK HealthCare",,,,,2025
P09689,Debra Lynch Kelly,f,phd,Nursing,US-VIRGINIA-COMMONWEALTH-UNIVERSITY,"Senior Associate Dean for Academic Affairs, LCON (since July 2024)",,,,,2025
P09690,Jenifer Chilton,f,phd,Nursing,US-UNIVERSITY-OF-TEXAS-TYLER,"Associate Dean for Academic Affairs, UT Tyler School of Nursing (since 2021)",,,,,2025
P09691,Susan Zahner,f,phd,Public Health,,"Associate Dean for Faculty Affairs and Vilas Distinguished Achievement Professor, UW-Madison School of Nursing",,,,,2025
P09692,Anne Mason,f,phd,,,"Associate Dean for Academic Affairs, WSU College of Nursing",,,,,2025
P09693,Audrey Snyder,f,phd,Nursing,US-UNIVERSITY-OF-VIRGINIA,"Professor and Associate Dean for Community Engagement and Academic Partnerships, UNC Greensboro",,,,,2025
P09694,Terri Enslein and Brenda Wiles,f,phd,,,Associate Dean of Graduate Programs (Enslein) and Associate Dean of Undergraduate Programs (Wiles),,,,,2025
P09695,Laura Dzurec,f,phd,,US-CASE-WESTERN-RESERVE-UNIVERSITY,,,,,,2025
P09696,Michael Stein,m,,,,"Professor and chair, Department of Health Law, Policy and Management, BU SPH",,,,,2025
P09697,Adnan A. Hyder,m,phd,Public Health / International Health,US-JOHNS-HOPKINS-UNIVERSITY,"Senior associate dean for research; professor of global health, GW Milken Institute SPH",US-GEORGE-WASHINGTON-UNIVERSITY,,,,2025
P09698,Kathleen Sikkema,f,phd,Clinical/Community Psychology,,"Stephen Smith Professor and chair, Department of Sociomedical Sciences, Columbia Mailman",,,,,2025
P09699,Kelly A. Gebo,f,,,,"Professor of medicine and deputy director, ICTR, Johns Hopkins",US-JOHNS-HOPKINS-UNIVERSITY,,,,2025
P09700,Keshia M. Pollack Porter,f,phd,Health Policy and Management,US-JOHNS-HOPKINS-UNIVERSITY,"Vice Dean for Faculty & Professor, Health Policy and Management (Johns Hopkins Bloomberg)",,,,,2025
P09701,Paula H. Song,f,phd,Health Services Organization and Policy,,"Richard M. Bracken Chair, Health Administration, Virginia Commonwealth University",US-VIRGINIA-COMMONWEALTH-UNIVERSITY,,,,2025
P09702,Kathy B. Baumgartner,f,phd,Epidemiology,,"Professor of Epidemiology and Population Health, SPHIS, University of Louisville",,,,,2025
P09703,Lynda D. Lisabeth,f,phd,Epidemiology,,"Professor of Epidemiology and Senior Associate Dean for Faculty Affairs, University of Michigan SPH",,,,,2025
P09704,Sarah C. Woodrum,f,phd,Public Health,,"Senior Associate Dean for Administration, WVU School of Public Health",,,,,2025
P09705,Rodney Hopson,m,phd,Educational Evaluation,US-UNIVERSITY-OF-VIRGINIA,"Professor, AU School of Education; formerly Prof. at Univ. of Illinois Urbana-Champaign and Assoc. Dean for Research at George Mason Univ.",,,,,2025
P09706,Herb F. Brown III,m,phd,,US-VIRGINIA-TECH,"Interim Associate Dean and department chair, Reich College of Education (faculty since 2007)",,,,,2025
P09707,Annette Hux,f,phd,Educational Leadership in Higher Education,,"Interim Dean (2024-2025); A-State faculty member since 2011, prior director/associate dean roles",,TRUE,,,2025
P09708,Andrew Finstuen,m,phd,Religious Studies (American religious history),US-BOSTON-UNIVERSITY,Dean of the Honors College at Boise State University,,TRUE,,,2025
P09709,Jeffrey Wanko,m,phd,"Curriculum, Teaching, and Educational Policy",US-MICHIGAN-STATE-UNIVERSITY,"Associate Provost, Miami University regional campuses (Ohio)",,,,,2025
P09710,Kelley Brock-Simmons,f,phd,Special Education,US-AMERICAN-UNIVERSITY,Director of Brenau's Doctor of Education program and associate professor of education,,,,,2025
P09711,Sarah Clark,f,phd,Curriculum and Instruction (Teacher Education and Literacy),US-UTAH-STATE-UNIVERSITY,"Associate Dean, David O. McKay School of Education (since July 2023)",,,,,2025
P09712,Lionel C. Howard,m,phd,,,Professor of Educational Research and senior associate dean at GSEHD,,,,,2025
P09713,Bryan Zugelder,m,phd,Organizational Leadership,,"Associate Dean for Academic Excellence, Research, Innovation and Policy, James Madison University",,,,,2025
P09714,Sancha K. Gray,f,phd,Educational Leadership,,Senior Vice President for Entrepreneurial Education Initiatives at Kean,,,,,2025
P09715,Alicia Crowe,f,phd,,US-VANDERBILT-UNIVERSITY,professor / associate dean within EHHS,,,,,2025
P09716,Heather Hathaway,f,phd,History of American Civilization,US-HARVARD-UNIVERSITY,"Professor of English; Acting Dean, Klingler College of Arts and Sciences",,TRUE,,,2025
P09717,Mary E. Earick,f,phd,"Language, Literacy and Socio-Cultural Studies",US-UNIVERSITY-OF-NEW-MEXICO,"Dean, New Mexico Highlands University School of Education",,TRUE,,,2025
P09718,Camy Davis,f,phd,Education,,faculty/leadership in School of Education,,,,,2025
P09719,Virginia (Ginny) Hall Chambers,f,phd,,,"Interim dean; associate professor of education, Point Park (previously University of Pittsburgh School of Education)",,TRUE,,,2025
P09720,RoSusan D. Bartee,f,phd,Education Policy Studies,,"Chair and Professor, Department of Educational Leadership and Higher Education, University of Central Florida",,,,,2025
P09721,David Whitenack,m,phd,,US-STANFORD-UNIVERSITY,"Chair, Department of Teacher Education (SJSU)",,,,,2025
P09722,Lesley Leach,f,phd,Educational Research,,"Associate Dean for Faculty Affairs and Development; director, Center for Educational Excellence (since 2020); Tarleton faculty since 2012",,,,,2025
P09723,Joshua Watson,m,phd,Counselor Education,US-UNIVERSITY-OF-NORTH-CAROLINA,Regents Professor of Counseling & Educational Psychology; Interim Associate Dean of the College (2024-2025),,,,,2025
P09724,Brigitte Vittrup,f,phd,Developmental Psychology,US-UNIVERSITY-OF-TEXAS-AUSTIN,"interim dean (from July 2024); department chair, Human Development, Family Studies & Counseling",,TRUE,,,2025
P09725,Ann Cavallo,f,phd,Science Education,US-SYRACUSE-UNIVERSITY,"Distinguished Research Professor of Science Education; Associate Dean / administrator, UTA College of Education",,,,,2025
P09726,Regina Deil-Amen,f,phd,,,"Professor of Higher Education and associate dean, University of Arizona College of Education",,,,,2025
P09727,Julie Washington,f,phd,Communication Sciences and Disorders,,"Associate Dean for Faculty Development and Diversity, UCI School of Education",,,,,2025
P09728,Jill Sharkey,f,phd,Education,US-UNIVERSITY-OF-CALIFORNIA-SANTA-BARBARA,"Professor and associate dean, Gevirtz School",,,,,2025
P09729,Debbie Dailey,f,phd,Education Administration and Supervision,,"Chair, Department of Teaching and Learning; interim associate dean, UCA College of Education",,,,,2025
P09730,Amanda Haertling Thein,f,phd,Curriculum and Instruction,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,"Associate Provost for Graduate & Professional Education and Dean of the Graduate College, University of Iowa",,TRUE,,,2025
P09731,Joe Wehrman,m,phd,Counselor Education and Supervision,US-UNIVERSITY-OF-SOUTH-DAKOTA,"Professor and interim dean, UCCS College of Education; former chair, Dept. of Counseling & Human Services",,TRUE,,,2025
P09732,Brian Swanson,m,phd,,US-ANDREWS-UNIVERSITY,"Chair, Department of Rehabilitation Sciences",,,,,2025
P09733,Kim Martin-Long,f,phd,English,,"Interim Dean, College of Public Service, University of Houston-Downtown",,TRUE,,,2025
P09734,Emily Tanner-Smith,f,phd,,US-VANDERBILT-UNIVERSITY,"Interim Dean (from summer 2025); Thomson Professor, Counseling Psychology and Human Services; executive director, HEDCO Institute; associate dean for research",,TRUE,,,2025
P09735,Denise A. Soares,f,phd,Educational Psychology,US-TEXAS-A-AND-M-UNIVERSITY,"Assistant Dean & Director of Graduate Studies, University of Mississippi",,,,,2025
P09736,Tara Ellis,f,phd,,,"Undergraduate Education chair, Wingate University",,,,,2025
P09737,Marie-Anne de Graaff,f,phd,Environmental Science,,Professor of Biological Sciences at Boise State,,,,,2025
P09738,Christopher (Chip) Oscarson,m,phd,Scandinavian Languages and Literatures (film),US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"Associate Dean of Undergraduate Education; Professor of Scandinavian Studies, BYU",,,,,2025
P09739,Jennifer Mangels,f,phd,,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"Professor and former chair of Psychology, Baruch College",,,,,2025
P09740,Barbara Shinn-Cunningham,f,phd,Electrical Engineering,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,"Founding Director, Neuroscience Institute, CMU",,,,,2025
P09741,David Gerdes,m,phd,Physics,US-UNIVERSITY-OF-CHICAGO,"Professor and chair of Physics, University of Michigan",,,,,2025
P09742,David M. Edelstein,m,phd,,US-UNIVERSITY-OF-CHICAGO,"Vice Provost for Education; Professor of Government and Foreign Service, Georgetown",,,,,2025
P09743,Amanda Murdie,f,phd,Political Science,US-EMORY-UNIVERSITY,"Professor and Dean Rusk Scholar of International Relations, University of Georgia",,TRUE,,,2025
P09744,Michael Pasquier,m,phd,Religion (American religious history),,Professor of History and Religious Studies; associate dean,,,,,2025
P09745,Thomas Stubblefield,m,phd,Visual Studies,US-UNIVERSITY-OF-CALIFORNIA-IRVINE,Professor / administrator (art history & visual culture),,,,,2025
P09746,William G. Thomas III,m,phd,History,,"Associate dean for research and graduate education, College of Arts and Sciences, University of Nebraska-Lincoln",,,,,2025
P09747,Michael Purugganan,m,phd,botany/plant genetics,,"Silver Professor of Biology; former dean of science, NYU",,TRUE,,,2025
